0 | 2024-09-12 17:19:14 | +251.64% | +22.87 USDT
1 | 2024-09-12 17:32:47 | +65.10% | +7.80 USDT
2 | 2024-09-12 17:35:25 | +100.78% | +15.75 USDT
3 | 2024-09-12 17:37:31 | +67.62% | +16.21 USDT
4 | 2024-09-12 17:37:56 | +82.23% | +19.69 USDT
5 | 2024-09-12 17:51:49 | -119.49% | -28.52 USDT
6 | 2024-09-12 18:39:33 | +128.55% | +7.08 USDT
7 | 2024-09-12 18:39:34 | +128.55% | +2.95 USDT
